date,code,INDUSTRY_CODE,GROUP,weight,w,NEXT_RET
2010-01-29,600631.XSHG,801200,G2,0.0023599999999999997,0.011966938796207088,0.010995052226498105
2010-01-29,600655.XSHG,801200,G3,0.00345,0.017494041884285785,0.04773869346733672
2010-01-29,600879.XSHG,801090,G1,0.00165,0.008366715683788854,0.031634446397188036
2010-01-29,600741.XSHG,801090,G2,0.0018599999999999999,0.009431570407180163,0.014519056261343087
2010-01-29,601766.XSHG,801090,G3,0.00416,0.02109426499670402,0.01937046004842613
2010-01-29,600210.XSHG,801140,G1,0.00159,0.008062471477105624,0.027837259100642383
2010-01-29,000488.XSHE,801140,G3,0.0014000000000000002,0.007099031489275393,0.04398826979472137
2010-01-29,600380.XSHG,801150,G1,0.00105,0.005324273616956543,0.040935672514619936
2010-01-29,600518.XSHG,801150,G2,0.00248,0.012575427209573551,0.04303797468354431
2010-01-29,600196.XSHG,801150,G3,0.0029,0.014705136656356168,0.06125970664365842
2010-01-29,600809.XSHG,801120,G1,0.00101,0.00512144414583439,0.01300813008130075
2010-01-29,000729.XSHE,801120,G2,0.00199,0.010090766188327164,0.029288702928870206
2010-01-29,000858.XSHE,801120,G3,0.010780000000000001,0.05466254246742053,-0.03931847968545221
2010-01-29,600158.XSHG,801230,G1,0.00123,0.006237006237006237,0.2768549280177188
2010-01-29,000652.XSHE,801230,G2,0.00155,0.007859642005983469,0.08689655172413803
2010-01-29,600811.XSHG,801230,G3,0.00188,0.00953298514274124,0.09653916211293256
2010-01-29,600782.XSHG,801040,G1,0.00065,0.0032959789057350032,0.04950495049504955
2010-01-29,000778.XSHE,801040,G2,0.0021,0.010648547233913086,0.0022222222222221255
2010-01-29,600019.XSHG,801040,G3,0.00775,0.039298210029917346,0.05949656750572085
2010-01-29,600123.XSHG,801020,G1,0.0025900000000000003,0.013133208255159476,0.040531097134870686
2010-01-29,002128.XSHE,801020,G2,0.0010299999999999999,0.0052228588813954665,0.02093862815884484
2010-01-29,601898.XSHG,801020,G3,0.00426,0.021601338674509404,-0.0136554621848739
2010-01-29,600588.XSHG,801220,G1,0.00136,0.006896202018153238,0.020366598778003956
2010-01-29,600271.XSHG,801220,G2,0.00198,0.010040058820546625,0.06825938566552914
2010-01-29,600050.XSHG,801220,G3,0.0116,0.05882054662542467,-0.04433497536945808
2010-01-29,600177.XSHG,801130,G2,0.00308,0.015617869276405861,0.07199999999999984
2010-01-29,600183.XSHG,801080,G2,0.0014099999999999998,0.007149738857055929,-0.10792951541850226
2010-02-26,600816.XSHG,801190,G1,0.00115,0.007019042968750002,0.02723735408560324
2010-02-26,002142.XSHE,801190,G2,0.00362,0.022094726562500007,0.046941678520625814
2010-02-26,601998.XSHG,801190,G3,0.0030299999999999997,0.018493652343750003,0.055961070559610526
2010-02-26,600325.XSHG,801180,G1,0.00198,0.012084960937500003,0.04295532646048117
2010-02-26,600657.XSHG,801180,G2,0.00083,0.005065917968750002,0.0972222222222221
2010-02-26,000024.XSHE,801180,G3,0.00301,0.018371582031250007,0.05038488453463974
2010-02-26,600528.XSHG,801060,G1,0.0016200000000000001,0.009887695312500003,0.03726082578046341
2010-02-26,601808.XSHG,801060,G2,0.0017299999999999998,0.010559082031250002,0.029389600602863556
2010-02-26,601390.XSHG,801060,G3,0.005620000000000001,0.034301757812500014,0.0022172949002217113
2010-02-26,000021.XSHE,801100,G1,0.00109,0.006652832031250002,0.09987029831387816
2010-02-26,600100.XSHG,801100,G2,0.00317,0.019348144531250007,-0.013211382113821002
2010-02-26,000063.XSHE,801100,G3,0.00955,0.058288574218750014,-0.07885304659498228
2010-02-26,600674.XSHG,801160,G1,0.00113,0.006896972656250002,-0.03768115942028994
2010-02-26,600649.XSHG,801160,G2,0.00264,0.016113281250000003,0.003978779840848823
2010-02-26,600011.XSHG,801160,G3,0.00377,0.023010253906250007,-0.008247422680412342
2010-02-26,600169.XSHG,801070,G1,0.00101,0.006164550781250002,-0.010121457489878694
2010-02-26,000425.XSHE,801070,G2,0.00249,0.015197753906250003,-0.010657193605683736
2010-02-26,002202.XSHE,801070,G3,0.00529,0.032287597656250014,0.038826574633304516
2010-02-26,000422.XSHE,801030,G1,0.0022,0.013427734375000003,-0.061549100968188115
2010-02-26,600352.XSHG,801030,G2,0.0022,0.013427734375000003,0.001984126984126977
2010-02-26,600256.XSHG,801030,G3,0.0027600000000000003,0.016845703125000007,0.04402515723270462
2010-02-26,600456.XSHG,801050,G1,0.00091,0.005554199218750002,-0.049052938319572685
2010-02-26,600219.XSHG,801050,G2,0.00217,0.013244628906250003,0.0
2010-02-26,601600.XSHG,801050,G3,0.0046,0.028076171875000007,0.012728719172633296
2010-02-26,600108.XSHG,801010,G1,0.00168,0.010253906250000003,-0.02384737678855331
2010-02-26,000061.XSHE,801010,G2,0.00158,0.009643554687500003,-0.06573957016434895
2010-02-26,600737.XSHG,801010,G3,0.00147,0.008972167968750002,-0.07016300496102057
2010-02-26,600125.XSHG,801170,G1,0.00159,0.009704589843750003,-0.1172069825436408
2010-02-26,600269.XSHG,801170,G2,0.0018599999999999999,0.011352539062500002,-0.037906137184115514
2010-02-26,600221.XSHG,801170,G3,0.0017299999999999998,0.010559082031250002,-0.039436619718309814
2010-02-26,600839.XSHG,801110,G1,0.00209,0.012756347656250002,-0.07317073170731703
2010-02-26,000100.XSHE,801110,G2,0.00253,0.015441894531250005,-0.04504504504504503
2010-02-26,000527.XSHE,801110,G3,0.00501,0.030578613281250007,0.05909797822706064
2010-02-26,600694.XSHG,801200,G1,0.00231,0.014099121093750003,-0.0859038142620232
2010-02-26,600631.XSHG,801200,G2,0.00232,0.014160156250000003,-0.019032082653616226
2010-02-26,600655.XSHG,801200,G3,0.0035099999999999997,0.021423339843750003,-0.027977617905675437
2010-02-26,600118.XSHG,801090,G1,0.00109,0.006652832031250002,0.14383561643835607
2010-02-26,600741.XSHG,801090,G2,0.00183,0.011169433593750003,0.005366726296959
2010-02-26,000625.XSHE,801090,G3,0.00168,0.010253906250000003,-0.04472843450479225
2010-02-26,600210.XSHG,801140,G1,0.00159,0.009704589843750003,0.06875000000000009
2010-02-26,000488.XSHE,801140,G3,0.0014199999999999998,0.008666992187500002,0.0308988764044944
2010-02-26,002275.XSHE,801150,G1,0.0002,0.0012207031250000004,0.06487549148099614
2010-02-26,600518.XSHG,801150,G2,0.00252,0.015380859375000005,0.08737864077669921
2010-02-26,002007.XSHE,801150,G3,0.00221,0.013488769531250005,-0.031869078380706184
2010-02-26,600809.XSHG,801120,G1,0.001,0.006103515625000002,-0.0377207062600321
2010-02-26,000729.XSHE,801120,G2,0.00199,0.012145996093750003,-0.06300813008130067
2010-02-26,000858.XSHE,801120,G3,0.01008,0.06152343750000002,0.0045475216007275785
2010-02-26,600158.XSHG,801230,G1,0.00153,0.009338378906250002,-0.03209019947961833
2010-02-26,000652.XSHE,801230,G2,0.00164,0.010009765625000002,0.002538071065989911
2010-02-26,600811.XSHG,801230,G3,0.002,0.012207031250000003,0.0182724252491695
2010-02-26,600516.XSHG,801040,G1,0.0011,0.006713867187500002,-0.02580645161290329
2010-02-26,000778.XSHE,801040,G2,0.0020499999999999997,0.012512207031250002,-0.02439024390243893
2010-02-26,000898.XSHE,801040,G3,0.00416,0.025390625000000003,-0.0182072829131652
2010-02-26,600123.XSHG,801020,G1,0.00262,0.015991210937500003,-0.004701141705842904
2010-02-26,002128.XSHE,801020,G2,0.0010199999999999999,0.006225585937500001,0.0473833097595473
2010-02-26,000983.XSHE,801020,G3,0.00755,0.046081542968750014,0.07398119122257052
2010-02-26,000917.XSHE,801220,G1,0.0014099999999999998,0.008605957031250002,-0.089832181638697
2010-02-26,600588.XSHG,801220,G2,0.00135,0.008239746093750002,0.027944111776447175
2010-02-26,600050.XSHG,801220,G3,0.01079,0.06585693359375001,-0.06529209621993126
2010-02-26,600220.XSHG,801130,G1,0.00132,0.008056640625000002,0.2320441988950277
2010-02-26,600177.XSHG,801130,G3,0.00322,0.019653320312500007,0.06467661691542315
2010-02-26,600183.XSHG,801080,G2,0.00122,0.007446289062500002,0.08395061728395059
2010-03-31,600109.XSHG,801190,G1,0.00114,0.006455631689223625,-0.09948186528497416
2010-03-31,601166.XSHG,801190,G2,0.02395,0.13562489382184723,-0.17866004962779158
2010-03-31,601988.XSHG,801190,G3,0.00509,0.028823829208901978,-0.024038461538461675
2010-03-31,600675.XSHG,801180,G1,0.00197,0.011155784585763634,-0.21946902654867265
2010-03-31,600239.XSHG,801180,G2,0.00122,0.0069086584744323006,-0.3282608695652174
2010-03-31,000002.XSHE,801180,G3,0.01705,0.09655133359759896,-0.17898193760262726
2010-03-31,600170.XSHG,801060,G1,0.00094,0.005323064726201937,-0.14371257485029942
2010-03-31,600068.XSHG,801060,G2,0.00434,0.024576703097570644,-0.1514745308310992
2010-03-31,601618.XSHG,801060,G3,0.00307,0.01738490288238292,-0.10739856801909307
2010-03-31,600601.XSHG,801100,G1,0.00189,0.010702757800554958,-0.1027667984189723
2010-03-31,600100.XSHG,801100,G2,0.00306,0.017328274534231837,0.3347064881565396
2010-03-31,000063.XSHE,801100,G3,0.00861,0.0487570077580837,-0.1234018899388548
2010-03-31,600674.XSHG,801160,G1,0.00106,0.00600260490401495,-0.07530120481927716
2010-03-31,600642.XSHG,801160,G2,0.0028399999999999996,0.016082450874907978,-0.09185803757828814
2010-03-31,600027.XSHG,801160,G3,0.00099,0.005606206466957359,-0.08484848484848484
2010-03-31,002028.XSHE,801070,G1,0.0014199999999999998,0.008041225437453989,0.055296469020652994
2010-03-31,000425.XSHE,801070,G2,0.0024,0.013590803556260262,-0.008976660682226356
2010-03-31,002202.XSHE,801070,G3,0.005370000000000001,0.030409422957132344,0.004152823920265947
2010-03-31,600596.XSHG,801030,G1,0.0017000000000000001,0.009626819185684355,-0.18498659517426275
2010-03-31,600143.XSHG,801030,G2,0.00128,0.007248428563338808,-0.022869022869022704
2010-03-31,600309.XSHG,801030,G3,0.00366,0.0207259754232969,-0.14326107445805836
2010-03-31,600456.XSHG,801050,G1,0.0008500000000000001,0.0048134095928421775,0.09346271705822272
2010-03-31,600595.XSHG,801050,G2,0.0016,0.00906053570417351,-0.14362934362934354
2010-03-31,601600.XSHG,801050,G3,0.00456,0.0258225267568945,-0.10369206598586024
2010-03-31,000876.XSHE,801010,G1,0.0008500000000000001,0.0048134095928421775,-0.08388520971302428
2010-03-31,000061.XSHE,801010,G2,0.00145,0.008211110481907242,0.03247631935047357
2010-03-31,600737.XSHG,801010,G3,0.00134,0.007588198652245314,0.03734756097560976
2010-03-31,600270.XSHG,801170,G1,0.00067,0.003794099326122657,-0.13349814585908526
2010-03-31,600269.XSHG,801170,G2,0.0017499999999999998,0.009909960926439774,-0.14634146341463414
2010-03-31,601111.XSHG,801170,G3,0.00363,0.02055609037884365,-0.0027124773960217623
2010-03-31,600839.XSHG,801110,G1,0.00189,0.010702757800554958,-0.06725146198830413
2010-03-31,600690.XSHG,801110,G2,0.00312,0.017668044623138344,-0.13625304136253047
2010-03-31,000527.XSHE,801110,G3,0.00519,0.029390112690412824,-0.16079295154185014
2010-03-31,600153.XSHG,801200,G1,0.0019500000000000001,0.011042527889461466,-0.10121457489878538
2010-03-31,600500.XSHG,801200,G2,0.00165,0.009343677444928932,-0.00652741514360311
2010-03-31,600415.XSHG,801200,G3,0.0030499999999999998,0.01727164618608075,-0.12310606060606065
2010-03-31,600066.XSHG,801090,G1,0.00125,0.007078543518885554,0.01089918256130784
2010-03-31,600118.XSHG,801090,G2,0.00122,0.0069086584744323006,-0.1779298545765612
2010-03-31,000625.XSHE,801090,G3,0.00157,0.008890650659720256,-0.06688963210702348
2010-03-31,600210.XSHG,801140,G1,0.00167,0.0094569341412311,-0.12670565302144246
2010-03-31,000488.XSHE,801140,G3,0.0014299999999999998,0.008097853785605073,-0.057220708446866435
2010-03-31,002275.XSHE,801150,G1,0.0002,0.0011325669630216887,-0.1089230769230769
2010-03-31,000423.XSHE,801150,G2,0.0027300000000000002,0.015459539045246051,0.1692307692307693
2010-03-31,000999.XSHE,801150,G3,0.0017499999999999998,0.009909960926439774,0.14102564102564094
2010-03-31,600779.XSHG,801120,G1,0.00136,0.007701455348547484,0.040108401084010925
2010-03-31,000729.XSHE,801120,G2,0.00183,0.01036298771164845,0.07049891540130138
2010-03-31,600600.XSHG,801120,G3,0.0022,0.012458236593238576,0.04705102717031151
2010-03-31,600151.XSHG,801230,G1,0.00067,0.003794099326122657,-0.10828025477707004
2010-03-31,600158.XSHG,801230,G2,0.00145,0.008211110481907242,-0.22580645161290314
2010-03-31,600811.XSHG,801230,G3,0.00199,0.011269041282065802,-0.14518760195758562
2010-03-31,600782.XSHG,801040,G1,0.00063,0.0035675859335183194,-0.00977198697068393
2010-03-31,000932.XSHE,801040,G2,0.00125,0.007078543518885554,-0.11023622047244096
2010-03-31,000825.XSHE,801040,G3,0.00421,0.023840534571606547,-0.12919463087248315
2010-03-31,002128.XSHE,801020,G1,0.00105,0.005945976555863865,0.020931802835921557
2010-03-31,600348.XSHG,801020,G2,0.00359,0.02032957698623931,0.12437395659432382
2010-03-31,000983.XSHE,801020,G3,0.00793,0.04490628008380995,-0.05137186223000578
2010-03-31,000793.XSHE,801220,G1,0.00109,0.006172489948468204,-0.11047345767575313
2010-03-31,600588.XSHG,801220,G2,0.00136,0.007701455348547484,0.04660194174757271
2010-03-31,600718.XSHG,801220,G3,0.00133,0.007531570304094229,-0.10295728368017544
2010-03-31,600220.XSHG,801130,G1,0.00159,0.009003907356022425,-0.11061285500747386
2010-03-31,600177.XSHG,801130,G3,0.00335,0.018970496630613287,-0.1939252336448598
2010-03-31,600183.XSHG,801080,G2,0.0012900000000000001,0.007305056911489893,-0.004555808656036331
2010-04-30,600816.XSHG,801190,G1,0.0011,0.005523752134176963,-0.16956521739130434
2010-04-30,000001.XSHE,801190,G2,0.0129,0.06477854775534801,-0.14946070878274276
2010-04-30,600000.XSHG,801190,G3,0.02205,0.11072612232600183,-0.09925093632958804
2010-04-30,000667.XSHE,801180,G1,0.0014399999999999999,0.007231093702922568,-0.07651715039577832
2010-04-30,600376.XSHG,801180,G2,0.00079,0.0039670583509089094,-0.14337568058076222
2010-04-30,600383.XSHG,801180,G3,0.00488,0.024505373104348704,-0.038990825688073334
2010-04-30,600881.XSHG,801060,G1,0.0028399999999999996,0.014261323691875064,-0.07703927492447127
2010-04-30,000012.XSHE,801060,G2,0.0020599999999999998,0.010344481269458673,-0.0683139534883721
2010-04-30,601668.XSHG,801060,G3,0.0047799999999999995,0.024003213819423524,-0.08947368421052626
2010-04-30,000021.XSHE,801100,G1,0.00131,0.006578286632519837,0.0389016018306636
2010-04-30,600100.XSHG,801100,G2,0.00445,0.02234608817917044,-0.1103395061728396
2010-04-30,000063.XSHE,801100,G3,0.00823,0.041327709149342175,-0.0589727330374128
2010-04-30,000690.XSHE,801160,G1,0.00154,0.007733252987847747,-0.04914529914529908
2010-04-30,000027.XSHE,801160,G2,0.0016,0.008034548558802854,-0.12235294117647055
2010-04-30,600795.XSHG,801160,G3,0.00439,0.02204479260821533,-0.12043795620437958
2010-04-30,002028.XSHE,801070,G1,0.0016200000000000001,0.00813498041578789,-0.02777777777777779
2010-04-30,000425.XSHE,801070,G2,0.0025800000000000003,0.012955709551069604,-0.10869565217391296
2010-04-30,002202.XSHE,801070,G3,0.005869999999999999,0.029476750025107967,0.03308519437551705
2010-04-30,000822.XSHE,801030,G1,0.0008,0.004017274279401427,-0.17814371257485018
2010-04-30,000059.XSHE,801030,G2,0.00134,0.006728934417997391,-0.1309904153354633
2010-04-30,600256.XSHG,801030,G3,0.0035399999999999997,0.017776438686351315,0.12543554006968627
2010-04-30,600595.XSHG,801050,G1,0.00149,0.007482173345385158,0.015329125338142456
2010-04-30,600111.XSHG,801050,G2,0.00407,0.02043788289645476,0.14913448735019985
2010-04-30,600547.XSHG,801050,G3,0.005180000000000001,0.02601185095912424,0.09994321408290753
2010-04-30,600108.XSHG,801010,G1,0.00151,0.007582605202370194,-0.05660377358490565
2010-04-30,000061.XSHE,801010,G2,0.0016300000000000002,0.008185196344280408,0.06815203145478388
2010-04-30,600737.XSHG,801010,G3,0.0015199999999999999,0.007632821130862711,-0.19691403379867745
2010-04-30,600017.XSHG,801170,G1,0.00064,0.003213819423521142,-0.13583138173302098
2010-04-30,600125.XSHG,801170,G2,0.00191,0.009591242342070908,0.15911602209944742
2010-04-30,601111.XSHG,801170,G3,0.00394,0.019785075826052028,-0.1305530371713508
2010-04-30,600839.XSHG,801110,G1,0.00193,0.009691674199055943,-0.06269592476489018
2010-04-30,600690.XSHG,801110,G2,0.00293,0.014713267048307726,0.04225352112676073
2010-04-30,000527.XSHE,801110,G3,0.00475,0.023852566033945973,-0.055118110236220375
2010-04-30,600153.XSHG,801200,G1,0.00192,0.009641458270563424,-0.06981981981981987
2010-04-30,600500.XSHG,801200,G2,0.00179,0.008988651200160692,-0.10381077529566364
2010-04-30,002024.XSHE,801200,G3,0.0095,0.047705132067891946,-0.031609195402298895
2010-04-30,600118.XSHG,801090,G1,0.00109,0.0054735362056844445,0.09573361082206032
2010-04-30,000559.XSHE,801090,G2,0.00134,0.006728934417997391,0.10451977401129953
2010-04-30,000338.XSHE,801090,G3,0.004030000000000001,0.020237019182484692,-0.08800000000000008
2010-04-30,600210.XSHG,801140,G1,0.00159,0.007984332630310337,-0.1049107142857144
2010-04-30,000488.XSHE,801140,G3,0.00147,0.007381741488400122,-0.10404624277456642
2010-04-30,600062.XSHG,801150,G1,0.002,0.010043185698503567,0.007215874924834775
2010-04-30,000423.XSHE,801150,G2,0.0034899999999999996,0.017525359043888723,0.1246345029239766
2010-04-30,002007.XSHE,801150,G3,0.00262,0.013156573265039674,0.07054263565891472
2010-04-30,600597.XSHG,801120,G1,0.00082,0.0041177061363864625,-0.08004778972520897
2010-04-30,600809.XSHG,801120,G2,0.00117,0.005875263633624587,-0.06715328467153281
2010-04-30,000858.XSHE,801120,G3,0.01008,0.050617655920457985,-0.0489815712900098
2010-04-30,600158.XSHG,801230,G1,0.00122,0.006126343276087176,-0.08449074074074081
2010-04-30,600811.XSHG,801230,G2,0.0018599999999999999,0.009340162699608317,-0.15839694656488545
2010-04-30,000652.XSHE,801230,G3,0.0019,0.00954102641357839,-0.10889929742388747
2010-04-30,600782.XSHG,801040,G1,0.00068,0.0034146831374912132,-0.2861842105263158
2010-04-30,000778.XSHE,801040,G2,0.0020399999999999997,0.010244049412473637,-0.166270783847981
2010-04-30,600019.XSHG,801040,G3,0.00732,0.03675805965652306,-0.05037783375314864
2010-04-30,000933.XSHE,801020,G1,0.0028599999999999997,0.0143617555488601,-0.09775641025641037
2010-04-30,002128.XSHE,801020,G2,0.00117,0.005875263633624587,-0.10978835978835966
2010-04-30,600188.XSHG,801020,G3,0.0028399999999999996,0.014261323691875064,-0.1822461331540013
2010-04-30,000917.XSHE,801220,G1,0.00133,0.0066787184895048726,-0.11817168338907467
2010-04-30,600271.XSHG,801220,G2,0.00179,0.008988651200160692,-0.15947712418300666
2010-04-30,600832.XSHG,801220,G3,0.00382,0.019182484684141816,-0.2294172062904718
2010-04-30,600220.XSHG,801130,G1,0.00155,0.007783468916340265,-0.031932773109243806
2010-04-30,600177.XSHG,801130,G3,0.0028299999999999996,0.014211107763382547,-0.13043478260869568
2010-04-30,600183.XSHG,801080,G2,0.0014099999999999998,0.007080445917445014,-0.1967963386727689
2010-05-31,601009.XSHG,801190,G1,0.0038,0.018823995640758907,-0.0042194092827004814
2010-05-31,600739.XSHG,801190,G2,0.00567,0.028087382969237632,-0.10517435320584934
2010-05-31,600000.XSHG,801190,G3,0.02197,0.10883241690196663,-0.03742203742203731
2010-05-31,000667.XSHE,801180,G1,0.00147,0.007281914103135683,-0.13428571428571434
2010-05-31,600376.XSHG,801180,G2,0.00074,0.0036657254668846294,-0.08898305084745761
2010-05-31,600383.XSHG,801180,G3,0.00515,0.025511467776291676,-0.05727923627684973
2010-05-31,600970.XSHG,801060,G1,0.00132,0.006538861643632042,-0.0717423133235725
2010-05-31,000012.XSHE,801060,G2,0.00209,0.010353197602417399,-0.22620904836193445
2010-05-31,601668.XSHG,801060,G3,0.00482,0.023876752365383665,-0.011560693641618491
2010-05-31,000021.XSHE,801100,G1,0.00151,0.007480061425669987,0.046255506607929535
2010-05-31,600100.XSHG,801100,G2,0.00438,0.02169713181750632,-0.16045099739809188
2010-05-31,000063.XSHE,801100,G3,0.00857,0.04245306385297469,-0.16913746630727766
2010-05-31,600674.XSHG,801160,G1,0.00117,0.005795809184128401,-0.1452145214521452
2010-05-31,000027.XSHE,801160,G2,0.00155,0.007678208748204291,-0.09383378016085796
2010-05-31,600795.XSHG,801160,G3,0.00426,0.021102689849903405,-0.058091286307053965
2010-05-31,000680.XSHE,801070,G1,0.0015199999999999999,0.007529598256303562,-0.012676056338028152
2010-05-31,000425.XSHE,801070,G2,0.00254,0.012582354980928323,-0.06504065040650409
2010-05-31,600031.XSHG,801070,G3,0.0039000000000000003,0.01931936394709467,0.01709401709401703
2010-05-31,000822.XSHE,801030,G1,0.00073,0.003616188636251053,-0.15118397085610202
2010-05-31,000422.XSHE,801030,G2,0.0020599999999999998,0.01020458711051667,-0.2452006980802792
2010-05-31,600256.XSHG,801030,G3,0.00441,0.021845742309407046,-0.12383900928792567
2010-05-31,600595.XSHG,801050,G1,0.00167,0.008272650715807205,-0.1198934280639431
2010-05-31,000060.XSHE,801050,G2,0.00363,0.017981869519988113,-0.1126331811263318
2010-05-31,600489.XSHG,801050,G3,0.0051600000000000005,0.025561004606925255,-0.11541168191414496
2010-05-31,000876.XSHE,801010,G1,0.0008100000000000001,0.004012483281319662,-0.11111111111111104
2010-05-31,600737.XSHG,801010,G2,0.00135,0.00668747213553277,-0.21408966148215916
2010-05-31,000061.XSHE,801010,G3,0.00193,0.009560608312280183,-0.0012269938650306678
2010-05-31,600270.XSHG,801170,G1,0.00064,0.003170357160548869,-0.14196567862714515
2010-05-31,600125.XSHG,801170,G2,0.00244,0.012086986674592562,-0.13060057197330802
2010-05-31,600029.XSHG,801170,G3,0.00242,0.011987913013325408,-0.03819444444444442
2010-05-31,600839.XSHG,801110,G1,0.002,0.009907366126715215,-0.05685618729096997
2010-05-31,600690.XSHG,801110,G2,0.00338,0.016743448754148713,0.013513513513513377
2010-05-31,000527.XSHE,801110,G3,0.00494,0.02447119433298658,-0.03333333333333344
2010-05-31,600153.XSHG,801200,G1,0.00197,0.009758755634814487,-0.04358353510895874
2010-05-31,600500.XSHG,801200,G2,0.0017399999999999998,0.008619408530242236,-0.17448680351906165
2010-05-31,002024.XSHE,801200,G3,0.01019,0.050478030415614016,0.05143422354104854
2010-05-31,600066.XSHG,801090,G1,0.00123,0.006093030167929857,-0.012578616352201257
2010-05-31,600741.XSHG,801090,G2,0.00189,0.009362460989745877,0.02249488752556239
2010-05-31,000338.XSHE,801090,G3,0.00407,0.02016149006786546,0.06578947368421062
2010-05-31,600210.XSHG,801140,G2,0.0015,0.007430524595036411,-0.10723192019950124
2010-05-31,600216.XSHG,801150,G1,0.00192,0.009511071481646606,-0.19228070175438594
2010-05-31,000423.XSHE,801150,G2,0.00434,0.021498984494972017,-0.06272343191420215
2010-05-31,600196.XSHG,801150,G3,0.00317,0.015703175310843615,-0.21539657853810254
2010-05-31,600779.XSHG,801120,G1,0.00151,0.007480061425669987,-0.06861063464837047
2010-05-31,000568.XSHE,801120,G2,0.00454,0.022489721107643537,-0.031610637230305993
2010-05-31,600519.XSHG,801120,G3,0.01114,0.05518402932580375,-0.03424657534246578
2010-05-31,600151.XSHG,801230,G1,0.00061,0.0030217466686481404,-0.026128266033254244
2010-05-31,600811.XSHG,801230,G2,0.0017299999999999998,0.008569871699608659,-0.015873015873015928
2010-05-31,000652.XSHE,801230,G3,0.00187,0.009263387328478725,-0.1235216819973719
2010-05-31,600782.XSHG,801040,G1,0.00054,0.002674988854213108,-0.1105990783410138
2010-05-31,000778.XSHE,801040,G2,0.0018599999999999999,0.00921385049784515,-0.1396011396011395
2010-05-31,000898.XSHE,801040,G3,0.00337,0.016693911923515138,-0.11428571428571432
2010-05-31,000933.XSHE,801020,G1,0.0028199999999999996,0.01396938623866845,-0.16429840142095908
2010-05-31,000937.XSHE,801020,G2,0.00248,0.012285133997126866,-0.19305555555555565
2010-05-31,600348.XSHG,801020,G3,0.00455,0.022539257938277112,-0.22257551669316375
2010-05-31,000917.XSHE,801220,G1,0.0013,0.006439787982364889,-0.1289506953223768
2010-05-31,600037.XSHG,801220,G2,0.00221,0.010947639570020313,-0.10968229954614228
